"filename", "language", "HTML", "CSS", "Django txt", "Markdown", "Python", "YAML", "Groovy", "Jupyter", "Properties", "Dart", "C++", "PHP", "Swift", "XML", "JSON", "JavaScript", "Kotlin", "comment", "blank", "total"
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/api/serializer.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/api/viewsets.py", "Python", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 87
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/apps.py", "Python", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/decorators.py", "Python", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/forms.py", "Python", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/maps_api/nearbyngo.py", "Python", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/migrations/0001_initial.py", "Python", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 48
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/migrations/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/models.py", "Python", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/static/css/style.css", "CSS", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/static/js/script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/templates/gov.html", "HTML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/templates/ngo.html", "HTML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/templates/registration/login.html", "HTML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/templates/registration/register.html", "HTML", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/tests.py", "Python", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"/home/aryan/Documents/newsih2020/sih2020/Backend/SihProject/proj/views.py", "Python", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 53
"/home/aryan/Documents/newsih2020/sih2020/ML Project/Detector_class/garbage_detector.py", "Python", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"/home/aryan/Documents/newsih2020/sih2020/ML Project/Detector_class/test.py", "Python", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/aryan/Documents/newsih2020/sih2020/ML Project/README.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/home/aryan/Documents/newsih2020/sih2020/ML Project/animal_detection/detect_animals.ipynb", "Jupyter", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 117
"/home/aryan/Documents/newsih2020/sih2020/ML Project/animal_detection/detect_animals.py", "Python", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 55
"/home/aryan/Documents/newsih2020/sih2020/ML Project/garbage_detection/garbage_detection.ipynb", "Jupyter", 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 283
"/home/aryan/Documents/newsih2020/sih2020/README.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/home/aryan/Documents/newsih2020/sih2020/Rough/coordinates.txt", "Django txt", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/aryan/Documents/newsih2020/sih2020/Rough/file.html", "HTML", 740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 744
"/home/aryan/Documents/newsih2020/sih2020/Rough/file2.html", "HTML", 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 257
"/home/aryan/Documents/newsih2020/sih2020/Rough/heat_map.py", "Python", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/home/aryan/Documents/newsih2020/sih2020/Rough/heat_map2.py", "Python", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 26
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/README.md", "Markdown", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/login_waste.html", "HTML", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/style2.css", "CSS", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 210
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/style3.css", "CSS", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 107
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/waste.html", "HTML", 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 163
"/home/aryan/Documents/newsih2020/sih2020/Web Dev/waste_dashboard.html", "HTML", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 84
"Total", "-", 1238, 292, 0, 71, 544, 96, 275, 796, 27, 3838, 3, 18, 36, 318, 435, 0, 24, 460, 718, 9189
